text,Joy,Fear,Anger,Sadness,Surprise
I couldn't sleep last night for the adrenaline running through my veins.,0,1,0,0,0
Instinctively I turned my head to see who was coming in.,0,1,0,0,0
I used to be a miner.,0,0,0,1,0
( you know who you ladies are ) Tracy brought out the very first picture of an Angel and it brought tears to my eyes.,0,0,0,1,0
"So many people from my family have seen someone in the reflection, always in the same place, matching the same description.",0,1,0,0,1
Only damage done was scarring and a broken collar bone.,0,1,0,1,0
One time in high school my friends and I had a dance party in someones basement.,1,0,0,0,0
"Recollecting all the things, happy or unhappy, in Australia I have gone through, word bitter pops up in my head.",0,0,0,1,0
"I woke with a start, a sudden chill that spread to the tip of my nose, and found a small note resting delicately on my sheets beside my hand.",0,1,0,0,1
We shared about a minute of spaz-dancing and off-key singing before we went our seperate ways.,1,0,0,0,0
well come to know i slip on the egde of the pool i do this twisting action thing hit my hip or leg on the side of the pool and then fell in with all of my clothes on.,0,1,0,0,1
"I know right no point of lying to him by saying that I'm alright when it's written all over my face that I'm at my Worst condition but still, I don't wan na worry him that much and so I said, `` I'm fine!",0,1,0,1,0
Got once I tried lying down with my face facing the water and my face totally became red after that.,0,1,0,0,0
Yeah it was a little embarrassing.,0,1,0,1,0
Only then did I dare raise the camera to my eye.,1,1,0,0,0
"I remember crying and trying to explain to my panicked family, who have never let me live it down.",0,1,0,1,0
"*  In trying to include new mother in law into the wedding festivities, I invited her to pick out the flower girl dress for her granddaughter (her other son's daughter).",1,0,0,0,0
"To this day, the memory still brings chills.",0,1,0,1,1
It broke my heart.,0,0,0,1,0
"I woke up one night, and my heart was racing I shake away the drowsiness and started tracing for what i had dreamt about moments before.",0,1,0,0,0
In a car crash.,0,1,0,1,1
I somehow managed to snap back on a shot and cut my finger pretty bad.,0,1,0,1,0
This is probably more paranormal than matrix-y but still weird coincidence.,0,1,0,0,1
I could not believe my eyes.,0,0,0,0,1
I got some ace presents including skins boxset and the prettiest dress from andy and gemma got me a brilliant veggie recipe book that I've had my head stuck in ever since.2.,1,0,0,0,0
"While we were swimming, I went out where it was almost to my shoulders.",1,1,0,0,0
It just kind of gradually vanished over a couple of hours.,0,0,0,0,1
"I gasped and my heart began to flutter, it was Gabriel, my ex-boyfriend.",0,1,0,0,1
This happened like 10 years ago.,0,0,0,0,1
So was the suddenly loss of strength in my legs.,0,1,0,0,0
my knees are banged to shit tho.,0,0,0,1,0
"hopeful Six months ago, I stood in a strange new place, my strange new home, in front of a fountain with a shiny penny in my hand.",1,0,0,0,0
"Moved into a new office, and being an internet company, it was important The internet worked..",1,1,0,0,0
First college room mate ever.,1,0,0,0,1
"Pretty eerie, but awesome",1,1,0,0,1
5 year old me was scarred for life.,0,1,0,1,0
Then the screaming started.,0,1,0,1,1
Entire room goes silent.,0,1,0,0,1
"`` That $ smell, '' I said softly, closing my eyes and feeling it rush over me as Xavier smiled down at me and shook his head slightly.",1,0,0,0,0
"My eyes popped open, and logic dictated that I should let her go.",0,1,0,0,1
We walked every aisle and I had so many ideas pop into my head.,1,0,0,0,0
Guys are trying to get in your pants.,0,1,1,0,0
I turned around so I could see my back.,0,0,0,0,1
Actually I remember a couple of little snippets -- at some point my chest hurting really bad and my throat was sore.,0,1,0,1,0
"I also told them about the dream I had which involved a bunch of worms coming out of one of the pots next to my bed, and then a disgustingly large one ( about as big as my leg ) that tried to come out of the pot and eat me.",0,1,0,0,1
It was the dance of my heart.,1,0,0,0,0
"and the stains, across my heart.",0,1,0,1,0
"I can see you, I can see you, I can see you.",0,1,0,0,1
"It is a relief to be able to write about the things that go on in my head, as well as the things that go on in my life on a daily basis.",1,0,0,0,0
And I got sooo tired so quick but I couldn't lay down because my head was spinning.,0,1,0,1,0
"I can only knit for so long till my hands start to hurt, and I haven't been in a video gaming mood lately, so I needed something.",0,0,0,0,0
"Now, we just gotta get it home.",1,0,0,0,0
"The park is a small field, the only way out is at one end with a small fence with a gate, otherwise it's closed off.",0,1,0,0,0
"My eye liner was smudged, my cheeks redder than normal.",0,0,0,0,0
I've never gone back there.,0,1,0,1,0
He took the picture and followed the giggling.,1,1,0,0,1
"By Sharlyn Guthrie From the sea fate called to me, harmless ` round my ankles danced.",1,0,0,0,0
**I have an amazing I-called-that sports story that defies explanation.,1,0,0,0,1
The computer screen is really bright and it hurts my eyes.,0,1,0,0,0
Focusing half my brain on the maniac and the other half on my son and with a police officer in the phone.,0,1,0,0,0
"This is typical, as they need to justify their existence.",0,0,1,0,0
"Not the most unnerving feeling, but the most prominent event in my mind is as follows:",0,1,0,0,1
He senses my fear he feels some power he brings up his had I cry and I cower He's out of control I let out a screech he strikes again like lightening tears stream down my cheek there's a flash in his eyes what I beg him to quit bruised swollen cheeks a fracture in my hip.,0,1,1,1,0
"I didn't know what to say, but my nerves were all on edge, straining.",0,1,0,0,0
And it was awful.,0,1,0,1,0
Must be fall I'm feeling in my bones.,1,0,0,0,0
Hoping this isn't too late to post.,0,1,0,1,0
"The ocean wind is cold and howling in my face, easing a sharp stream of tears out of the left eye.",0,1,0,1,0
"Why was he angry with me?And now, about 24 hours later, I feel a stiffness in my neck, a weird sensation in my right arm.",0,1,1,0,0
"I could see the texture of the paint on the wall beside my head, and the texture of the fake wood closet doors, the cradle beneath the window.",0,0,0,0,0
"Ah, internet dating, it's a fun world.",1,0,0,0,0
I know this will probably get buried with all the other stories onhere but here's mine.,0,0,0,1,0
"The promptly beat me.In my defense, I was only armed with the evil camera, my mouth and some water balloons.",0,1,0,0,0
We pray with him.,1,0,0,0,0
"White male, middle aged, male pattern baldness, coke bottle glasses.",0,0,0,0,0
"About 1 hour of being in the tent, a light appeared that we could see through the canvas.",0,1,0,0,1
"throwing my legs out 45 degrees, i smiled and said `` wheeeeee ''.",1,0,0,0,0
He begged the nurse not to leave him.,0,1,0,1,0
"I tilt my head down to examine the bottom of the glass to see that there is a large, open terrain where the gash does not touch.",0,0,0,0,1
The FUNNIEST Thing I've Seen In AGES Last Chance to See on TVO and ended up with tears streaming down my cheeks because I was laughing so hard.,1,0,0,0,0
"i got a labrador puppy for my 4th birthday, greatest present ever.",1,0,0,0,1
I make it a habit of sitting with my back facing a wall so I could see everything and everyone.,0,1,0,0,0
Others said with confidence that it was a drug deal gone bad.,0,1,0,1,1
It was deleted without any human interaction.,0,0,1,0,1
"I feel bad for my employees too-they're all sad and call me almost everyday, and it really breaks my heart.",0,1,0,1,0
i can see him staring from the corner of my eye i take a small glance and ask myself `` why? '',0,1,0,0,1
Quite the opposite-total sloth/stoner/drunk.,0,0,0,0,1
I tried to do some heavy OHS with my back saying `` no '' to that.,0,1,0,0,0
my neck is reversed.,0,1,0,0,0
Maybe I should try to get my hands on some.,0,0,0,0,0
"They had amazing sex (apparently), and passed out.",1,0,0,0,1
You know the ones?,0,0,0,0,1
(He probably passed at least 15 people).,0,0,0,0,1
"the whole time, relentless joy, as though a smile was consistently on my face, and even when it wasn't, it still lay beneath the surface, a laugh always ready to come out.",1,0,0,0,0
I wish I had.,0,0,0,1,0
"Sitting around a few years ago with about 5 friends at my best friends house, i'm watching someone play ps2 and i notice a hand reach out from between the t.v.",0,1,0,0,1
After an evening there we were driving back because we had no money for a hotel.,0,1,0,1,0
"Don't walk away, I'm talking to you, there's bruises on my face.",0,1,1,1,0
"Ah, to close my eyes and let time fly by, Because there's so much to gain By forgetting these dreams driving me insane.",0,1,0,1,0
"His grandparents used to live and farm there until they retired, but the land stayed in the family.",1,0,0,0,0
"Anyway, during a festival miles and miles from home, I hear someone call out to a girl walking by ""Rain!",1,0,0,0,1
"With my buddy convinced, our cop decoy is revealed...my 1977 black Pontiac Trans Am.",1,0,0,0,1
"Needless to say, none of us slept.",0,1,0,1,0
"I want to tell him, but I'm not ready to be lectured and have my head chewed off.",0,1,1,0,0
"i later figured out from the doctor that even though my arm was broken, i was impailed by something metal off the other drivers car and was told that i wasn't going to make it.",0,1,1,1,1
I almost envy them; being an actual teenager in this era means that I have a world-weary ennui on my shoulders.,0,0,0,1,0
my leg is painful...... this time i got bought a lot of new cloths... my bro also... shoe is like normal one.,0,1,0,1,0
"It made an odd 'thap' noise, you know...",0,1,0,0,1
He gave me my love of science and education.,1,0,0,0,0
"In that instant, this is what went through my brain.",0,1,0,0,1
My heart is heavy for the Haitian government.,0,0,0,1,0
I remember bringing it to my kindergarten class once to watch on a movie day.,1,0,0,0,0
"I have major slip ups, like, letting the wrong person close to my heart and getting burned.",0,1,0,1,0
But I held off a group of runners that were breathing down my neck for the rest of the race and finished third overall.,1,0,0,0,0
Tears streaming down my face I say '' let this end be because of my own making. '',0,1,0,1,0
A smile spread across my face.,1,0,0,0,0
Almost at the instant that the first drop of sweat popped out on my head I had the weirdest experience.,0,1,0,0,1
"R-I get home and park, just when I think everything is about to turn around, I slip on the ice, and fall flat on my back.",0,1,0,0,1
"I cleaned naked, I cooked naked, I ate naked, I drove him around naked, I waited in the car naked.",0,1,0,0,1
"Not a cop, but...",0,1,0,0,1
"( I breathed in and got cake stuck up my nose, plus I couldn't see with the frosting smudging my glasses.",0,0,0,0,1
I couldn't get my feet undone so I just... fell over.,0,1,0,0,0
"Hawaiian is my first language, so not too bad considering.",1,0,0,0,0
Then the cop shows up.,0,1,0,0,1
At 3000 comments deep no one will read it but I genuinely believe it's the creepiest one here.,0,1,0,0,1
What was the aftermath?,0,1,0,0,1
"Either way, he had threaten to burn my new place down, and miraculously it did.",0,1,1,1,1
As I walked through the waiting area I could not believe my eyes at what I saw.,0,0,0,0,1
"My head poked out of the grass again, catching sight of the men nearing my position, only about fifteen yards.",0,1,0,1,0
"The two weeks in that box, though I was bored out of my skull, were easy as far as my magic was concerned.",0,0,0,1,0
So now my knee is hyperextended and it hurts like a bitch.,0,1,1,1,0
I was kind of scared of them.So my new knife sharpener came home with me last night and I sharpened all the knives I could lay my hands on.,0,1,0,0,0
"The latter sounds much more fun but I know I ain't got time what with going to Wales this weekend, hypnotherapy coaching the weekend after as well as a birthday and the firms chrimbo pissup then christmas... Its not easy having a good time, even smiling makes my face ache",0,0,0,1,0
"I saw that, too.",0,0,0,0,1
"I wake from my coma, sleep crusting my eyes.",0,1,0,0,0
"With a surge of excitement about making the trip to Meadowlands, I also had a sense of dread because I realized what kind of car they were driving.",1,1,0,0,0
and left my eyes to cry.,0,0,0,1,0
My arms shook.,0,1,0,0,0
w.... l....... y the whole time because of my back.,0,1,0,1,0
"At this point, everything goes quiet.",0,1,0,0,1
Or the darkness in my eyes.,0,1,0,1,0
"So not an objection at the ceremony, but my wife's parents and brother didn't come to the ceremony at all out of objection to us getting hitched.",0,1,1,1,1
I rolled over on my side trying to get more air in and trying to get my arms and legs underneath me.,0,1,0,0,0
"They had me in a pile, and my head was down.",0,1,0,1,0
"My knees remained together throughout, but my clitty kept becoming excited.",0,1,0,0,0
"Several hours of that was enough to put me flat on my back, so I took a nice long nap, then just rested for the remainder of the day.",0,1,0,0,0
"It was SUPER foggy, I swear I started to feel droplets on my shoulders from the fog as I was waiting to cross the street.",0,0,0,0,0
"Things were great for awhile, everything was perfect.",1,0,0,0,0
"My chest was lighter, my entire body was lighter.",1,0,0,0,0
"this probably doesn't actually make much sense at the moment, but my head hurts.",0,1,0,0,0
His front end was completely smashed in.,0,1,0,1,1
"I became fixated and fascinated with abduction stories, with The X-Files, etc., for years.",1,1,0,0,0
"After I rationalized a bit, I calmed down.",1,1,0,0,0
& # x 26; nbsp; I folded my arms on the table and rested my head on my hands-but in a few moments there was a lot of tension in my jaw from this positon.,0,1,0,0,0
Talked with a lady online and we decided to meet.,1,1,0,0,0
I will lose sleep.,0,1,0,1,0
"I am not a car person, and could care less if a car is clean, but every surface on this car seemed to sparkle with cleanliness.",1,0,0,0,1
"Something went horribly wrong at the first one and I found my head empty, my thoughts run away.",0,1,0,1,0
"My shoulder, neck and wrist have started aching all the time.",0,1,0,1,0
I turned to take a good look at the pictures and my jaw almost bounced off the kitchen floor.,1,1,0,0,1
"amused So yeah, I broke my nose playing `` flag '' football yesterday.",0,0,0,1,0
Freaked all 3 of us out.,0,1,0,0,1
"I did manage to remember to hang out the washing, but only because the annoying beeping sound the washer makes when its finished a cycle finally filtered into my brain and started to irritate me enough that I couldn't ignore it any longer.",0,1,1,0,0
We roll up to the drive thru and proceed to order nearly the entire dollar menu.,1,0,0,0,0
"So I fixed my eyes on the sandaled feet that walked before me until we arrived at the next town, never looking back.",0,0,0,0,0
The whole time i couldn't see because my toes were blocking my view.,0,0,0,0,0
Decide to be roommates.,1,0,0,0,0
"some days its like there is a fog sitting on top of my brain, and i can't seem to get rid of it.",0,1,0,1,0
"As I was looking at it, a terrifying dog that shows up pretty regularly in my nightmares started barked and throwing itself at the door all Cujo-like.",0,1,0,0,1
"Turns out this big lug was basically 90% heart, 5% muscle, 5% brain.",1,0,0,0,1
always asking for sex.,0,1,1,0,0
Scared me shitless each time it happened.,0,1,0,0,1
I looked down to find five small white arrows piercing my chest.,0,1,0,1,1
By the time we landed in Paris ( and for the next 3 weeks ) that is the only song I had in my head.,0,0,0,0,0
"I fell out of a tree earlier today, and landed on my head after about an eight foot drop onto concrete.",0,1,0,1,1
"MY DAY Cold water pouring down my throat, drink, with the sun coming up, before despair tries to become the daily habit, cross my legs, brush aside the dream, still almost clear.",0,1,0,1,0
We were going to reach seventy.,0,0,0,0,1
"It was a good part time job, with flexible hours and great people to work with.",1,0,0,0,0
"I guess I should learn to just not open my mouth, because this morning when I woke up, I was in Minnesota!!",0,0,0,0,1
I was so eager and excited to leave to the point I had butterflies in my stomach.,1,0,0,0,0
That did a number on my stomach.,0,1,0,0,0
she was very wrong.,0,0,1,0,0
We sat quietly to see if we could hear the voice again.,0,1,0,0,1
"The issue was, when we were smoking it, it felt sharp and acrid and terrible.",0,1,1,1,1
Nothing was touching it.,0,1,0,0,1
I decide to stay awake and just well sit on my laptop.,0,0,0,0,0
"Bella, I'm so happy that you're home. I smiled as tears slid down my cheeks.",1,0,0,0,0
"idk why, my eyes just got really watery and i felt really scared and felt so lost all of a sudden: /",0,1,0,1,1
Someone is in danger.,0,1,0,1,1
Today was a big-A straw that broke my back.,0,1,1,1,0
Every boarding school has some odd tradition or skill students must undertake before graduation.,0,0,0,0,1
"They are so pillowy that when I get in the car, while she cheers at me, she actually lifts her fat pillow, let me sit next to her, and then drops her huge mountain of fat on my thigh.",0,0,0,0,0
"Last I heard, that other guy was homeless and dead.",0,1,0,1,1
"The kimchi tasted bland on my tongue-perhaps I added too much water, which I staunchly agreed with.",0,0,0,1,0
Another bumped into my head and * buzzed * there for a moment-ACK!,0,1,0,0,1
"So many things were going on in my life, in my head and in my heart that I just couldn't write any of them down.",0,1,0,1,0
My feet were totally soaked through.,0,1,0,1,0
They have nothing to fear.,1,0,0,0,0
"I leaned my ear close and it stopped, but only for a few seconds... under the sink?",0,1,0,0,0
My jaw nearly dropped.,0,0,0,0,1
My throat hurts!,0,1,0,0,0
My fingers are toes are still tingly.,0,1,0,0,0
"Two words came out of my mouth `` Piss off '' I was staying at my friends on the week of my 18th, just because his parents had gone on holiday and we were getting drunk everyday.",0,0,1,0,0
"I sit up, my head hurts.",0,1,0,1,0
"See, thats the thing, Sean wasnt an alcoholic.",0,0,0,0,1
"My elbow has some roadrash, once again through the jacket.",0,1,0,0,0
) is going to die tonight.,0,1,0,1,1
But anyway this house.,0,0,0,0,0
Grief does funny things.,0,1,0,1,1
"As I was placing them in the `` to be thrown out '' pile, something caught my eye and made me look closer.",0,0,0,0,1
"It is a huge property with an 1850's settlement house, large interpretive/nature center, replica native american village, and about 100 acres of old growth oak forrest with hiking trails.",1,0,0,0,1
"But, my stomach... oh... my stomach... This bike has been from Taiwan to Vietnam, Cambodia, and Thailand... and several places in Vietnam, not to mention all but the southern tip of Taiwan... Heading north.",0,1,0,0,0
"My jaw was pretty messed up for a month or so (Swollen, couldnt eat without terrible pain.",0,1,0,1,0
I always wanted to see one.,1,0,0,0,1
is fatalistic but explains too many things conveniently in my life for my continued use to repeat in my head.,0,1,0,1,0
"and i seriously felt tat my chest HURTS... for the next few months, i really need to give up: 1 ) SHOPPING2 ) MANICURE & PEDICURE3 ) KTV SESSION4 ) CLUBBINGCOS I SIMPLY DUN HAVE BUDGET FOR THE ABOVE!!",0,1,0,1,0
"Being insensitive and ignorant like that is completely uncalled for and that just made me sick.Even more, there are a couple people that get under my skin a bit.",0,0,1,1,0
' I chanted in my head.,0,0,0,0,0
I followed the direction it went thinking it was my friend.,0,1,0,0,1
"This is what I recall... There was a sheet draped across my belly, vertically, so I couldn't see what was going on.",0,1,0,0,0
"They even have fish baby food:: I think I just threw up a little in my mouth:: The fish here does taste better, even the cheap kind.",0,1,0,0,0
i need to let what im feeling right now out before the hole in my chest is getting deeper.,0,1,0,1,0
"Long story short, we probably saw incoming meteorites with very steep angles of attack.",0,1,0,0,1
"When they got back I was slumped on the couch with my back to the door, playing on a laptop.",0,0,0,0,0
One jumped on my leg and bit me.,0,1,1,0,1
That was poop on her Croc.,0,0,0,0,1
I have many memories of him sitting across from me and sucking on a pig's foot while I wrinkled my nose in disgust.,0,0,0,0,0
"Browsing through that page about wheels, this castle wheel, by H. H. Napier / Glenfield Industries, caught my eye.",1,0,0,0,0
Another one that is far worse happened maybe a year ago.,0,1,0,1,0
"Less hours, means they are making less money.",0,1,0,1,0
"I rolled my eyes while following behind Kathy.Then the voice from behind me sternly said, `` Are you talking to me?!!!",0,0,0,0,0
"She was Brazilian, or Chinese, or something weird.",0,1,0,0,1
"like, brain freeze on my leg!!",0,1,0,1,1
where my feet couldn't get warm enough while i slept and i had to wear booties while sleeping.,0,1,0,0,0
Slow down so I don't stub my toe when I'm running down the driveway to pick up my mail.,0,1,0,0,0
One X-ray showed my foot from above and the other showed it from the side.,0,0,0,0,0
It looked so unreal.,0,1,0,0,1
My sisters were scared.,0,1,0,1,0
"My head throbbed with every word that was spoken and while I had ignored it, it was getting to be too much.",0,1,0,1,0
"Tall, pale, skinny, great body.",1,0,0,0,0
So I'm racking my brain.,0,1,0,0,0
"Now I'm awake, the knot is gone but my muscles are sore and I still have to make a conscious effort to relax or the pain comes back a little.",0,1,0,0,0
But when this isn't possible my nerves run a little thin.,0,1,0,0,0
i did nt drink cause my lungs were giving me problems but the rest did.,0,1,0,0,0
"Something banged against the window (2nd floor), despite there being nothing that could have done it (the tree was too far away).",0,1,0,0,1
"Today, I got my hands dirty with the boys shoveling dirt, tossing rocks, and gathering up bits of rotten wood, all of which the excavator dug up yesterday and left in a big, unsightly pile.",1,0,0,0,0
So I put my hand up and started to walk away.,0,0,0,0,0
it's two am and we pull up to what looks like a small house party.,1,1,0,0,1
His last days were spent in a cone.,0,0,0,1,0
"But here I am sitting at my computer at work, when I begin to relive the whole episode over in my head.",0,1,0,1,0
She refused to go to the doctor.,0,1,0,1,0
"Apparently I like to impale my face into my pillow and curl my hands into the blankets so I can tug them over my neck, up to my mouth-which was closed.",0,1,0,1,0
They check out the whole house and say it's clear to go back inside.,1,1,0,0,0
"I woke up this morning with my arms, back and sides in that lovely workout pain that soothes me so.",1,0,0,0,0
"All I know, is I need to get my head on straight before the tears begin to slowly pool over the corner of my eye once again.",0,1,0,1,0
"My head was spinning as the smoke I gladly inhaled made its way to my lungs and on its way out, the rings easily dissipating into the cold air made me wonder about him for the tenth time on that night.",0,1,0,0,0
"I wrote down this bit about one of my earliest school memories as part of a writing exercise about memory as a tool, and I've been dying to share it as I think it's quite funny.",1,0,0,0,0
"Normally I need a change every year, but or the past six years or so, I've been changing my glasses every 2 since my eyes are slacking off some.",0,1,0,0,0
I figure it must have fallen out.,0,1,0,0,1
kinda got stuck in my mouth!,0,1,0,0,1
I closed my eyes as I took in a deep breath.,1,0,0,0,0
We stare at the monitor and see him head right to the kitchen utensils section.,0,0,0,0,1
"As I lay in grief, my stomach, a deep bottomless pit, wrestles for food.",0,1,0,1,0
"It expresses what I feel in my soul, what I hear in my head, and what I see when I shut my eyes in silence.",1,0,0,0,0
"In my grandmother's home, she blocked off the formal living-room and dining-room with ""baby gates"" to keep me and my siblings and cousins from getting in and breaking stuff like her good china and antique furniture.",0,0,0,0,0
"The kissing and touching don't stop, they just get more... interesting.",1,0,0,0,1
My head smashed into the roof of it hard enough to drive every thought from my head.,0,1,1,0,0
We walk out to the dance floor and find two reasonably attractive girls and we each choose one to dance with.,1,0,0,0,0
"I stand there for quite awhile just holding the thing with my back turned to the parents, with absolutly nothing in front of me.",0,1,0,0,0
She is awesome and totally not Bride-zilla-y at all.,1,0,0,0,1
Wait around... Getting pissed.,0,1,1,0,0
I got there about 7:00 a.m. and started losing up my legs and doing some yoga.,1,0,0,0,0
"Despite that the city is called `` Sin City '', the city of Las Vegas catches my eye; the fact that my favorite movie is set in the city could be a main reason why.",1,0,0,0,0
All at once we play.,1,0,0,0,0
Then my heart dropped.,0,1,0,1,0
My legs are feeling the effects right now.,0,0,0,1,0
I felt like I had been paddling for all I was worth for the last year and could not seem to get my head above water.,0,1,0,1,0
At this point my legs were starting to ache and I was hoping for something to lift my spirits and there were Mom and Andy cheering me on around mile 8.5.,1,1,0,1,0
"I heard and felt my rib give where it was recently cracked, and I'm pretty certain it cracked again.",0,1,0,1,0
"It was a joyously frightening ride and as I went to get off the bike, I burned my leg on the exhaust.",1,1,0,0,0
"I froze for a few seconds, then slowly extended my fingers around both sides of its tiny body.",0,1,0,0,0
Naturally we freaked out.,0,1,0,0,1
Only to be horrified.,0,1,0,1,1
I have never been so scared.,0,1,0,0,0
My heart sank.,0,0,0,1,0
"**Elderly man**: Well, there's a lot of them colored folks working there, and I just didn't feel safe leaving it with them.",0,1,1,1,0
"Unfortunately in the second hour, I took an odd stroke and my neck popped.",0,1,0,1,0
With sudden resolution I took my hands from the rail.,0,0,0,0,0
"The light pierced through my half lidded eyes and I winced, squeezing my eyes shut once more.",0,1,0,0,0
"Navy, Air Traffic controller.",0,0,0,0,0
"I snapped my phone shut, clenching my fist around it tightly.",0,0,1,0,0
Tomorrow I see a cardiologist to check my heart out.,0,1,0,0,0
My heart pounded as I held my breath when he pulled me into his arms and-- slammed his mouth into mine.,0,1,0,0,1
"now i have a bad habit of wearing my heart on my sleave, and jumping to the possiblity of a girlfriend too quickley.",0,1,0,1,0
I'm positive that we'll never be able to communicate with them in their language.,0,1,0,1,1
"There was blood coming out of my mouth, nose and ears.",0,1,0,1,1
"""Yes Johnson"" ARcH replied.",0,0,0,0,1
again I have a problem with the muscles in the back of my head behind my right ear.,0,1,0,1,0
so stop shoving shit down my throat and into my head.,0,1,1,0,0
"i did this without counting, so it's good to know that i am slowly getting a handle on eating reasonably without having to write down every single thing i put in my mouth.",1,0,0,0,0
My last relationship ended pretty mutually...and I really tried to maintain the friendship.,1,0,0,1,0
"Went to my favorite bar, I'd told everyone I was going to be there during the week before and no-one turned up.",0,0,1,1,1
Youre not mad are you?,0,1,0,0,0
Some children came out and cheered me on offering water and slapping my back.,1,0,0,0,0
We hit off immediately and became friends.,1,0,0,0,0
"If something goes wrong, so be it, its life, nobody is perfect.",1,0,0,0,0
My eyes start closing and my body starts aching all over.,0,1,0,1,0
I had soup and applesauce with pudding for dessert.,1,0,0,0,0
It's too late.,0,1,0,1,0
"If your family gets sick, please leave your door open.",0,1,0,0,0
I need no throwaway.,0,0,0,0,0
A familiar voice rang in my ears.,0,0,0,0,1
She was super happy for M.,1,0,0,0,0
I guess those 3 beers I drank down at 6 went straight to my head.,1,0,0,0,0
"this lake... that my feet are now standing in... is not only the lake that Jesus calmed in mark 4, but it is also the very water that Jesus walked on!",1,0,0,0,1
"I was partly dehydrated, and partly `` festive '' and was sitting in my chair with my feet in the pool, drinking water, wanting to take a nap.",1,0,0,0,0
"I think, just a week or so until I have my Nala kitty back in my arms.",1,0,0,0,0
I am so afraid of sleeping on my back that I don't sleep well during the night.,0,1,0,0,0
"(btw she wasnt puffy, swelling, having a hard time breathing).",0,1,0,0,0
"Well, Sebastian was getting off the highway to complete this years journey.",0,0,0,0,1
"So was yesterday, and I was surprised I was able to wear my Coach's without freezing my toes off!",1,0,0,0,1
"I have another drink, punch his number into my phone and rest my thumb on the call button.",0,1,0,0,0
Her excuse to being late?,0,0,1,0,1
I honestly didnt know how to handle this.,0,1,0,1,0
"A couple of years ago, I decided to go with my then girlfriend to my cities biggest music store.",1,0,0,0,0
Both only suffered minor injury and both were quite intoxicated.,0,1,0,1,0
I was eating at an Ethiopian cafe the other day.,1,0,0,0,0
as i go to take the hook out of my 4th fish... it shakes and embeds the hook in my hand.,0,1,1,1,1
"They all bombarded me, pulling at my hair, repeatedly taunting me without rest... My chest began to tighten; that last of breath of air forced out of my lungs.",0,1,1,1,0
We locked our door and kept our lights on the whole night and just watched movies until dawn.,0,1,0,0,0
My face was just not meant to smile.,0,0,1,1,0
"It was just a knick, but and the blood $ The rain was cold, but my tears were hot against my cheeks.",0,1,0,1,0
"It wasn't easy, I told myself; I was running short of breaths and I believed my face was red and then pale ( or was it the other way round? )",0,1,0,1,0
"After a month at tables and T.V. trays, I was back on the ground, eating with my legs crossed, and had no complaints about it.",1,0,0,0,0
They no longer live there.,0,0,0,1,0
"I went to the clinic and got looked over and to my amazement, after they swabbed my throat, they didn't find any strep bacteria, even though my throat is really red.",0,1,0,0,1
Got caught with a shitload of mary jane.,0,1,1,1,1
We ended up keeping the old house and renting it out though.,1,0,0,0,0
: ) And here's the rest of the pics: What my face looked like after the duct tape situation.,1,0,0,0,0
"They dragged him away and he looked very disheartened, defeated...tears streaming down his face.",0,1,0,1,0
"One day in high school, my mom corners me in my room holding up this small white thing.",0,1,0,0,1
It smells divine-citrus and sandalwood-and helps me fool myself into thinking that my hands aren't aging badly.,1,0,0,1,0
I drew my robes around me tightly as my legs kept walking to no particular destination.,0,1,0,1,0
Dad on the warpath.,0,1,1,0,0
So what happens is we get there.,0,0,0,0,0
The first thought that came into my head was that I needed to go to work as soon as possible.,0,1,0,0,0
"(Also, excuse my writing, it's late)",0,0,0,0,0
"Standing at the edge of my heart, I'm gazing, I'm listening Like seeing an ocean in a cold winter night Such a fear, I'm falling, breaking into pieces.",0,1,0,1,0
"Images of him dominating in all ways filled my head, haunting my dreams and fueling my fantasies.",0,1,0,1,0
My disbelief was outstanding.,0,0,0,0,1
Your son is not liking the strap around my belly. '',0,1,0,0,0
$2K+ gone right there.,0,1,1,1,1
"At one point, I got pissed at Bryce for holding my hands back while my cell phone rang.",0,0,1,0,0
"You could not see a foot in front of you and I practically cried getting to the bottom because the wind and snow was literally burning my face, lol.",0,1,0,1,0
* fuzzy stuff here * Someone was plucking my eyebrows in one of the dressing rooms and I was so upset because they were too thin.,0,0,1,1,0
He immeditely broke down in tears from it.,0,0,0,1,0
"Scariest part is when I couldn't move my body, with my conscious aware of everything and not being able to breathe.",0,1,0,1,1
I again told myself to wake up.,0,1,0,1,0
"The monster was right in front of me and gripped my arms tightly, giving me no chance to escape.",0,1,0,0,0
but my eyes didn't seem to shut.,0,1,0,1,0
Threw my underwear away in their kitchen garbage.,0,1,0,0,1
So the police looked for footprints first.,0,1,0,0,0
I smoke weed alone I have a tendency to become hungry.,1,0,0,0,0
"No noise at all, no lights, it wasn't pitch black either.",0,1,0,0,1
"Eventually the fridge was back in place and I had even managed to score a minor victory against my fear of fire extinguishers as I successfully moved it across the room ( the fear comes from one fell on my foot, long story! )",0,1,0,0,0
"I spent most of the day asleep in bed, and my throat hurts so much, it nearly killed me!",0,1,0,1,0
He shat himself TERRIBLY and ran home.,0,1,0,0,1
W-WORST HABIT: Not washing my face before I go to bed.,0,0,0,0,0
I couldnt see his shoes.,0,1,0,0,1
"I squeeze my eyes shut to stop the replaying of frames I've just witnessed, tighten my legs, and point my toes which I always do when I want to come.",0,1,0,0,0
I totally freaked out.,0,1,0,0,1
"A bit of a mental image, here.",0,0,0,0,1
